author:;stream:;highlight; videocategory;createdAt; title;tag_idols;tag_teams;tag_texts;content
1;0_xkusspsf;true;2;;Indoorshow, la modalidad que reune a grandes glorias del fútbol argentino Parte 1;142, 124, 191, 43, 213, 167, 7, 2;;Indoorshow, Adrián González, Diego Soñora, Raúl Pipa Estévez, Marcelo Gómez, JJ Borrelli, Gustavo Pitasi, Fernando Gamboa, Selección Argentina, Asado, Amigos, Fernando Signorini;Ex jugadores del fútbol argentino que supieron ser ídolos, se reunen en la casa de Alejandro Mancuso a entrenar para el Seleccionado Nacional de Indoorshow. Oscar Ruggeri, Raúl Estévez y José Luis Calderón, cuentan sobre la experiencia de practicar esta modalidad y explican lo importante de seguir en contacto con rivales y ex compañeros.
1;1_6z9qh9im;true;2;;Indoorshow, la modalidad que reune a grandes glorias del fútbol argentino Parte 2;142, 124, 191, 43, 213, 167, 7, 2;;Indoorshow, Raúl Pipa Estévez, JJ Borrelli,  Fernando Gamboa, Selección Argentina, Asado, Boca, Bolivia, Fernando Signorini, Malvinas Argentinas, Roberto Torrez, Limberg Gutiérrez, Roger Suárez, Escobar;Los muchachos del Seleccionado Argentino del Indoorshow se enfrentaron al equipo nacional de Bolivia y dieron un excelente espectáculo. Las sensaciones después de un nuevo partido de esta modalidad, que continúa reuniendo a grandes glorias del fútbol.
1;1_pf4vhr2q;true;2;15/01/2013;Javier Zanetti y la fundación PUPI;257;123;Italia, Calcio, Fundación Pupi, Dock Sud, Paula de la Fuente, Milan, ;Javier Zanetti, ídolo del Inter, cuenta los orígenes de la Fundación PUPI y explica su relación con los chicos. Además, su esposa Paula detalla la metodología de trabajo y relata las sensaciones de vivir hace casi 20 años en Italia. Para cerrar, el Pupi canta la canción que le dedican los interistas.
1;1_4xy04ki7;true;2;15/01/2013;Leo Millares, el tatuador de las estrellas;315, 316, 317, 4, 149;64, 100;Tatuajes, tattoos, Leo Millares, Tatuador de las Estrellas, Alejandro Sanz, Liverpool, Asado, Madrid, España;"El argentino Leo Millares, más conocido como el tatuador de las estrellas, cuenta cómo pasó a ser el preferido de los famosos en España. Radicado en Madrid, nos muestra su estudio y recuerda cuando ""pinchó"" al Kun Agüero y también a David Beckham. Su amistad con el Niño Torres y Pepe Reina; y la anécdota del asado en Liverpool."
1;1_4iway9b4;true;2;15/01/2013;Mariano Pernía y su pasión por el automovilismo Parte 1;191;15, 2;Tano Pernía, Automovilismo, TC Pista, Selección Española, Turismo Carretera, Chevrolet, Ford, ;Mariano Pernía, ex jugador de Independiente y la Selección Española, cuenta como surgió su pasión por el automovilismo. Además, el actual piloto de TC recuerda su paso por el fútbol español y su experiencia mundialista. 
1;1_y3ppcvcy;true;2;15/01/2013;Mariano Pernía y su pasión por el automovilismo Parte 2;191;15, 2;Tano Pernía, Automovilismo, TC Pista, Selección Española, Turismo Carretera, Chevrolet, Ford, Independiente, Chevy, Autódromo La Plata, ;Mariano Pernía nos muestra su Chevy en la previa del TC Pista en el Autódromo Roberto Mouras de La Plata. Todos los detalles de su auto y el testimonio de los fans de Chevrolet, mientras lo acompañamos en la carrera. ¿Le abremos traído suerte? Parece que sí.
1;1_ydfsow5w;true;2;15/01/2013;Nico Otamendi y su vida en Oporto, Parte 1;178;8, 140;Portugal, Oporto, Mates, Familia, Portugal,;"Nicolás Otamendi muestra su casa en Oporto y cuenta cómo es su vida en Portugal. Cómo sigue los partidos del Fortín por internet, su relación con ex compañeros de Vélez; y la trascendencia de jugar en el Porto. Además, mientras toma mate el defensor habla sobre su madre futbolera y también sobre su hija."
1;1_xf4yw8oa;true;2;15/01/2013;Nico Otamendi y su vida en Oporto, Parte 2;178, 318, 319;8, 140;Portugal, Oporto, Mariano González, Jorge Fucile, Asado;Mientras damos un paseo por Oporto, Otamendi detalla su relación con los sudamericanos y la costumbre de juntarse a comer asados. Por otro lado, el ex Vélez explica cómo es la liga portuguesa y repasa algunos de sus títulos con el Dragão.
1;1_rxragknm;true;2;15/01/2013;Pastore y su vida en París, Parte 1;183, 139;133, 81, 35;París, PSG, Fans, Talleres de CBA,;Todo el cariño de los fans de Javi Pastore y el recuerdo de su primer viaje a París con Talleres. El ídolo de Huracán y actual figura del PSG, cuenta cómo fueron sus primeros meses en Francia. Sus viajes y su relación con Diego Lugano, en el testimonio del Flaco.
1;1_4xkxaopu;true;2;15/01/2013;Pastore y su vida en París, Parte 2;183, 139, 168;133, 81, 35;París, PSG, Chiara Picone;Mientras paseamos en su camioneta por las calles de París, el Flaco Pastore comenta cómo son los franceses y cómo se hizo entender en sus primeros meses en Francia. Además, explica las diferencias en la manera de relacionarse dentro de los planteles europeos y argentinos. 
1;1_tg9hpumc;true;2;15/01/2013;Pastore y su vida en París, Parte 3;183;81;París, PSG, ;Javi Pastore revela su sueño de regresar al fútbol argentino para jugar primero en Huracán y luego retirarse en Talleres. El crack del PSG cuenta también cuáles son sus hobbies, habla de su familia y relata la anécdota de su primer auto. Su duelos al ping pong con sus hermanos Ariel y Juan Manuel, sus actividades en Córdoba y mucho más de la intimidad del Flaco.
1;1_zezoex5v;true;2;15/01/2013;Pipino Cuevas, su historia deportiva y actual vida en Paraguay Parte 1;68, 99, 80;19, 246;Paraguay, Selección Paraguaya, Música,;"Nelson Pipino Cuevas nos deja entrar a su casa en Luque Paragay, para contarnos sobre su llegada a River.El día que en su primera concentración cantó para todo el plantel riverplatense, su pasión por la música y los autos; y la anécdota cuando se confundió de lugar de entrenamiento y fue a Ezeiza en vez de al Estadio Monumental. "
1;1_08ffczh6;true;2;15/01/2013;Pipino Cuevas, su historia deportiva y actual vida en Paraguay Parte 2;68;19, 244, 246, 236, 237;Paraguay, Selección Paraguaya;"Nelson Pipino Cuevas cuenta como hizo para conquistar a su esposa Alicia, cuando la llamó haciendo pasar por un periodista; y cómo averiguó sobre su situación sentimental. Luego se dirige al estadio de Sportivo Luqueño, pero es parado a mitad de camino por la policía. ¿Le harán la infracción?"
1;1_ge8x50qw;true;2;15/01/2013;Pipino Cuevas, su historia deportiva y actual vida en Paraguay Parte 3;68;244, 246, 236, 237;Paraguay, Carnaval, Sport Colombia, Selección Paraguaya;Nelson Pipino Cuevas recuerda su paso por Olimpia y también cuenta sobre la importancia de los carnavales en Paraguay. Además, el delantero narra la increíble historia de cómo llegó a la Primera de Sport Colombia, luego de que lo echaran de las inferiores del club. Su práctica consagratoria y el golazo que le cambió la vida a sus 15 años.
1;1_9g2x60xz;true;2;15/01/2013;Pipino Cuevas, su historia deportiva y actual vida en Paraguay Parte 4;68;19, 1, 244, 246, 236, 237;Paraguay, Sport Colombia, Selección Paraguaya;Nelson Pipino Cuevas relata como fue debutar en la Primera de Sport Colombia con sólo 15 años y encima marcar un gol. La trascendencia de River en su carrera y el excelente recuerdo de su paso por el Millonario. El gol a Racing y un repaso de su trayectoria como futbolista.
1;1_u0ved9ei;true;1;16/01/2013;Pity Martínez y Juani Hernández, amigos y talentos de Huracán;145, 121;35, 13;Mendoza, Luján, Villarreal,;Pity Martínez y Juani Hernández, jugadores de Huracán, cuentan sus orígenes en el fútbol y hablan sobre sus familias. La experiencia de llegar a Buenos Aires siendo del interior, la gran amistad que forjaron y cómo es parte de sus vidas.
